App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
mSLICE Crews,com.costrategix.Slice,Productivity,0.0,0,50+,50,59,True,0,USD,21M,4.4 and up,CoStrategix,http://www.sliceplus.com,costrategix@gmail.com,"Nov 8, 2018","Dec 27, 2018",Everyone,http://www.sliceplus.com/page/privacy-policy,False,False,False,2021-06-16 12:52:02
Ticket Uni,com.stss.ticketuni,Entertainment,0.0,0,5+,5,8,True,0,USD,3.3M,5.0 and up,MODESTAD LTD,,support@ticketuni.co.uk,"Feb 13, 2020","Mar 04, 2020",Everyone,https://ticketuni.com/privacy-policy-2/,False,False,False,2021-06-16 12:52:02
Rádio FlashBack,com.app.flashback,Music & Audio,0.0,0,50+,50,77,True,0,USD,11M,4.2 and up,LOVEHOSTBRASIL,https://lovehostbr.com.br,developer@lovehostbr.com.br,"Aug 18, 2020","Aug 18, 2020",Everyone,http://apps.lovehostbr.com.br//privacy_policy.php,False,False,False,2021-06-16 12:52:02
New Penttaxy,com.penttaxy.cam,Tools,2.7,13,"1,000+",1000,3344,True,0,USD,22M,2.3 and up,Beijing Ithink Innovation Technology Ltd.,http://www.premiumcftv.com.tr,CustomerService@premiumcftv.com.tr,"Dec 27, 2017","Dec 27, 2017",Everyone,http://www.qq.com/privacy.htm,False,False,False,2021-06-16 12:52:02
Domino Bros,com.Ebiz.Domino,Board,3.7,6,"1,000+",1000,1319,True,0,USD,32M,4.4 and up,gameXstudio,,dominobros202020@gmail.com,"Dec 24, 2020","May 19, 2021",Everyone,http://gamexstudio.com/dominobrosterms/,True,True,False,2021-06-16 12:52:02
Slacker V4 Virtual Remote,co.motool.virtualremote,Auto & Vehicles,0.0,0,100+,100,409,True,0,USD,2.7M,5.1 and up,Motool,https://motool.co,support@motool.co,"Jun 14, 2020","Mar 15, 2021",Everyone,https://motool.co/pages/privacy-policy,False,False,False,2021-06-16 12:52:02
Baby Babsy At The Beach Gold,com.kauf.mybabybabsyatthebeach3d.google.premium,Casual,0.0,0,10+,10,34,False,0.99,USD,77M,4.4 and up,Kaufcom Games Apps Widgets,http://www.facebook.com/kaufcom,baumandroid@googlemail.com,"Feb 10, 2017","Oct 23, 2020",Everyone,http://www.kauf.com/cgi-bin/privacy_policy_coppa.pl,False,False,False,2021-06-16 12:52:02
True ID Caller Name Address Location Tracker,com.truecallerid.caller.calleridname.addresslocationtracker.ps,Communication,4.0,122,"10,000+",10000,34680,True,0,USD,12M,5.0 and up,Caller Id Name and Location Tracker Apps,,sl.shitalpatel1995@gmail.com,"Jan 9, 2020","May 23, 2020",Everyone,https://www.show-caller.com/privacy.html,True,False,False,2021-06-16 12:52:02
لعبة ثقافة عامة 2020,com.arabic.wasllatty2,Educational,0.0,0,"1,000+",1000,1621,True,0,USD,5.1M,4.1 and up,mehdi hicham,http://www.androidarabic.net/,utube6635@gmail.com,"Apr 8, 2020","Apr 08, 2020",Everyone,http://www.androidarabic.net/2020/04/privacy-policy-2020.html,True,False,False,2021-06-16 12:52:02
StockBreaker Demo,com.stockbreakerdemo.activity,Casual,3.5,17,"1,000+",1000,1101,True,0,USD,44M,4.0 and up,Multiple Choice Studios,,multiplechoicestudios@gmail.com,"Apr 28, 2013","Oct 16, 2019",Teen,,False,False,False,2021-06-16 12:52:02
Farmasi Photo APP,com.farmasi.photoapp,Photography,3.6,48,"10,000+",10000,17413,True,0,USD,20M,4.3 and up,"Infinity & Co., Incorporated",,farmasiphotoapp@gmail.com,"Jun 24, 2020","Apr 08, 2021",Everyone,https://www.iubenda.com/privacy-policy/64213489,False,True,False,2021-06-16 12:52:02
GHANA OFMTV CHANNELS AND RADIO STATIONS,ghanaofmtv.com,Entertainment,4.1,144,"50,000+",50000,73511,True,0,USD,9.5M,4.1 and up,OFMTV.COM,https://OFMTV.COM,UWAGA7@GMAIL.COM,"May 17, 2019","Oct 22, 2020",Everyone,https://ofmtv.com/privacy-policy/,True,False,False,2021-06-16 12:52:02
BusTracker Taiwan,nexti.android.bustaiwan,Maps & Navigation,4.1,7655,"1,000,000+",1000000,1083577,True,0,USD,15M,5.0 and up,Yahoo,https://tw.yahoo.com/ ,bus.tracker.feedback@verizonmedia.com,"Oct 2, 2013","Jun 09, 2021",Everyone,https://policies.oath.com/tw/zh-hant/oath/privacy/index.html,True,False,False,2021-06-16 12:52:02
Radio Georgia 2021,xyz.myradio.radiogeorgia,Music & Audio,0.0,0,1+,1,4,True,0,USD,8.9M,4.4 and up,PB Solutions,,pbsolutionsapp@gmail.com,"Dec 3, 2019","Jun 02, 2021",Everyone,http://myradio4u.com/radio_rs/1911_privacy_policy.php,True,False,False,2021-06-16 12:52:02
Tangram Color by Number - Poly Art Coloring Puzzle,com.nexttechgamesstudio.tangram.color.by.number.poly.art.puzzle,Entertainment,4.6,61,"10,000+",10000,29189,True,0,USD,Varies with device,4.1 and up,Next Tech Games Studios - Paint by Numbers Books,,ayshawahhab@gmail.com,"Jul 8, 2018","Jul 09, 2018",Everyone,https://web.facebook.com/notes/next-tech-games-studio/next-tech-games-studio-short-form-mobile-privacy-policy/290810591413723/?_rdc=1&_rdr,True,True,False,2021-06-16 12:52:02
សៀវភៅគ្រូ -Teacher Khmer Books,xyz.enemysolo.teacherbooks,Education,4.4,13,"5,000+",5000,7408,True,0,USD,70M,4.4 and up,Khmer Update,https://www.youtube.com/channel/UCneldtvPUMLY7xWUNT_NG5Q/featured?view_as=subscriber,somebodytolove168@gmail.com,"Dec 16, 2019","Mar 02, 2021",Everyone,,True,False,False,2021-06-16 12:52:02
成語大冒險,com.jasonworkshop.idiomQuest,Educational,4.4,1354,"50,000+",50000,56747,True,0,USD,23M,5.0 and up,Jason Workshop,http://www.jasonworkshop.com,info@jasonworkshop.com,"Jul 6, 2014","Aug 14, 2018",Everyone,https://jasonworkshop.com/privacy-policy/,True,False,False,2021-06-16 12:52:02
Science project ideas,com.vegad.science_project_idea,Books & Reference,4.0,8,"1,000+",1000,1911,True,0,USD,5.6M,4.0 and up,kaushik vegad,https://androidtoall.com/hardy1/app-ads.txt,vegad.kaushik5@gmail.com,"Sep 17, 2020","Sep 17, 2020",Everyone,https://docs.google.com/document/d/1I3yum3bcDlJiVYYq0xkqc7NgRaU2uY6v-bU1uMAW3jY/edit#,True,False,False,2021-06-16 12:52:03
Hitec LinkPower X,com.hitec.q202,Tools,2.0,63,"5,000+",5000,5623,True,0,USD,7.9M,6.0 and up,Hitec RCD USA,http://www.hitecrcd.com,service@hitecrcd.com,"Aug 30, 2017","May 06, 2021",Everyone,https://www.hitecrcd.com/support/charger-app-terms-of-service,False,False,False,2021-06-16 12:52:03
Rhex Mutant Mod for Minecraft PE,com.SuperModsforMCraftPE.MutantMod,Entertainment,3.3,24,"5,000+",5000,5453,True,0,USD,Varies with device,4.4 and up,Super Mods for M Craft PE,,supermodforpe@gmail.com,"Nov 12, 2020","Nov 12, 2020",Everyone,https://docs.google.com/document/d/1hxmL8ZdkYENI4nYjOeDN4jA69-oQBfaXqx1LvSDqCMM/edit,True,False,False,2021-06-16 12:52:03
Torah Codes,com.dropackinfill.keda.tora_codes,Education,4.4,58,500+,500,983,False,8.49,USD,13M,4.4 and up,DRO PACKIN fill,,developer.keda@gmail.com,"Jan 27, 2015","Dec 31, 2020",Everyone,,False,False,False,2021-06-16 12:52:03
GBA - All puzzle game in one,com.freegame.gameboxamazing,Puzzle,4.5,19,"10,000+",10000,13740,True,0,USD,24M,4.1 and up,toanGAME STUDIO,https://toanstudio.com,toanmaster88@gmail.com,"May 25, 2018","Jun 26, 2018",Everyone,https://sites.google.com/site/toangamestudio88/privacy-policy,True,True,False,2021-06-16 12:52:03
Dance Workout,com.sportsapps.dance.workout,Sports,3.7,792,"50,000+",50000,89021,True,0,USD,1.8M,2.3 and up,Free Sport Apps,,jaydakadir@gmail.com,"Oct 11, 2015","Oct 11, 2015",Everyone,http://sportsapps.rise.pw/privacy-policy/com.sportsapps.dance.workout/,True,False,False,2021-06-16 12:52:03
Man Photo Suit,com.app.manphotosuit,Entertainment,0.0,0,5+,5,7,True,0,USD,6.3M,4.0.3 and up,Set Caller Tune Free,,jignesh886660@gmail.com,"Jan 25, 2020","Jan 25, 2020",Everyone,https://getcurrentaffair.blogspot.com/2020/01/technovilla-us-we-or-our-operates.html,True,False,False,2021-06-16 12:52:03
Lighthouse 3D Live Wallpaper,com.mebsoftware.lighthousefree,Personalization,4.3,2217,"100,000+",100000,132986,True,0,USD,12M,4.1 and up,MebSoftware,,Mebsoftware@gmail.com,"Dec 23, 2016","May 07, 2018",Everyone,https://docs.google.com/document/d/1llg3AZ2h1ljmpfOB4gV0_TtJ14ZVkx49eSuZqL0-GdM/edit?usp=sharing,False,False,False,2021-06-16 12:52:03
Cities of Byzantine Empire,com.do_apps.catalog_1097,Books & Reference,3.5,10,"1,000+",1000,2061,True,0,USD,28M,5.1 and up,Kirill Sidorov,http://path-knowledge.com/,master.26@mail.ru,"Mar 31, 2017","May 01, 2021",Everyone,http://path-knowledge.com/privacy_policy/1097.html,True,True,False,2021-06-16 12:52:03
Shooting Starz 5ives,com.enjore.shootingstarz,Sports,0.0,0,50+,50,99,True,0,USD,14M,4.1 and up,Enjore,http://promanager.enjore.com/,app@enjore.com,"Oct 5, 2017","Oct 26, 2018",Everyone,https://www.iubenda.com/privacy-policy/458517/legal,True,False,False,2021-06-16 12:52:03
Arrows Left,com.MovingPixels.ArrowsLeft,Arcade,0.0,0,10+,10,17,True,0,USD,14M,4.1 and up,Moving Pixels,https://moving-pixels.itch.io/,movingpixelsgames@gmail.com,"Sep 6, 2019","Mar 12, 2020",Everyone,,False,False,False,2021-06-16 12:52:03
Super Why! ABC Adventures,org.pbskids.swhyabc,Educational,3.6,173,"10,000+",10000,24628,False,3.99,USD,7.1M,4.0.3 and up,PBS KIDS,http://pbskids.org/mobile,AndroidApp@pbs.org,"Mar 21, 2013","Jun 26, 2017",Everyone,http://pbskids.org/privacy,False,False,False,2021-06-16 12:52:03
권투,com.cdh.shop.box,Sports,0.0,0,1+,1,3,True,0,USD,3.5M,4.0.3 and up,장영실제작소,http://konginfo.co.kr/,cdhgold@naver.com,"Jun 1, 2019","Jun 16, 2019",Everyone,http://konginfo.co.kr/private.html,False,False,False,2021-06-16 12:52:03
Staff,edu.rush.rushstaffapp,Productivity,0.0,0,100+,100,355,True,0,USD,32M,4.4 and up,Rush University Medical Center,https://www.rush.edu/contact-us,Mobile_Feedback@rush.edu,"Jul 30, 2019","May 21, 2021",Everyone,https://www.rush.edu/website-privacy-statement,False,False,False,2021-06-16 12:52:03
Motorcycle racing Stunt : Bike Stunt free game,com.hyperstargames.real.bike.stunts,Arcade,4.7,924,"500,000+",500000,531646,True,0,USD,39M,4.4 and up,Hyperstar Games,https://axeamate.gq/app-ads.txt,hyperstargames@gmail.com,"Sep 29, 2016","Apr 10, 2021",Teen,https://starprivacypolicy.blogspot.com/,True,False,False,2021-06-16 12:52:03
USNEA,com.usnea.app,Tools,0.0,0,10+,10,44,True,0,USD,9.2M,4.1 and up,National E-Liquid Association,https://usnea.org,ntleliquid@gmail.com,"Aug 8, 2018","Aug 13, 2018",Everyone,https://usnea.org/privacy-policy,False,False,False,2021-06-16 12:52:03
Portuguese Somali dictionary,land.dict.tdptso1.free,Books & Reference,0.0,0,500+,500,587,True,0,USD,8.2M,4.1 and up,Dict.land,http://www.dict.land,dictlandsupp@gmail.com,"Apr 27, 2016","Aug 03, 2019",Teen,https://www.dict.land/privacypolicy,True,True,False,2021-06-16 12:52:03
95 congreso SEO,com.appsbuilder1142625,Medical,0.0,0,100+,100,176,True,0,USD,14M,4.0 and up,AVPM AUDIOVISUAL Y MARKETING,https://www.oftalmoseo.com,macline@pgmacline.es,"Jul 25, 2019","Sep 23, 2019",Everyone,https://www.oftalmoseo.com/privacidad_app2019/,False,False,False,2021-06-16 12:52:03
Solar Calculator,com.jamnewslink.exsolar.solarcalculator,Productivity,3.4,389,"100,000+",100000,153529,True,0,USD,7.5M,5.0 and up,Ever Great  Productions: Apps and Games,http://evergreatnews.com/,evertonrichards0@gmail.com,"Oct 12, 2016","Oct 02, 2020",Everyone,https://evertonrichards0.wixsite.com/privacy-policy/solar-calculator,True,False,False,2021-06-16 12:52:03
Xmas POB,com.cjggaming.pob2,Arcade,4.2,42,500+,500,863,True,0,USD,12M,2.3 and up,CJG Studio,http://www.corriejgreen.co.uk,xCJGxGaming@gmail.com,"Apr 10, 2014","Nov 30, 2014",Everyone,,False,False,False,2021-06-16 12:52:04
One Missoula Church,com.subsplashconsulting.s_8GDWD4,Lifestyle,0.0,0,10+,10,43,True,0,USD,52M,6.0 and up,One Missoula Church,http://www.subsplash.com/,appsupport@subsplash.com,"Apr 22, 2020","May 01, 2021",Everyone,http://www.subsplash.com/legal/privacy,False,False,False,2021-06-16 12:52:04
FarmPe Ads,com.FarmPe.Ads,Business,0.0,0,10+,10,33,True,0,USD,18M,4.4W and up,Renewin Technologies Pvt. Ltd.,http://www.renewin.com,farmpe.renewin@gmail.com,"Feb 20, 2020","Mar 10, 2020",Teen,http://www.renewin.com,False,False,False,2021-06-16 12:52:04
Instrumental Lagu Rohani Vol.4,com.instrumental.lagu.rohani4,Entertainment,0.0,0,500+,500,990,True,0,USD,55M,4.1 and up,MitraAplikasiIndonesia,http://Www.Clubpengusaha.com,Joni.70ni@gmail.com,"Apr 17, 2019","May 14, 2020",Everyone,https://docs.google.com/document/d/1sMKQRU-XBJ9U55CYw9fnqyEQk4cxjHUe66l11dv-D3Q/edit?usp=sharing,True,False,False,2021-06-16 12:52:04
Instabuy,br.com.instabuy,Shopping,4.4,57,"10,000+",10000,11005,True,0,USD,30M,5.0 and up,InstaBuy,https://instabuy.com.br/,contato@instabuy.com.br,"Dec 23, 2016","Jun 04, 2021",Everyone,https://instabuy.com.br/info/privacypolicy,False,False,False,2021-06-16 12:52:04
Fox Games,com.MobiiliPeliPojatKSAO.foxgamemobile,Adventure,0.0,0,100+,100,343,True,0,USD,38M,7.0 and up,Placeholder OSK,,risto.haila@koudata.fi,"Dec 17, 2020","Dec 17, 2020",Everyone,,False,False,False,2021-06-16 12:52:04
Max Video player HD - Full HD Video Player 2021,com.mxplayer.hdmaxplayer,Video Players & Editors,4.2,107,"10,000+",10000,45784,True,0,USD,4.5M,4.1 and up,Particle.ly - Vid Status,,mypiclyricalz@gmail.com,"Dec 2, 2019","Jun 13, 2021",Everyone,https://mypixlyricalz.blogspot.com/2019/06/privacy-policy-this-privacy-policy.html,True,False,False,2021-06-16 12:52:04
Zombie Photo Booth Free,com.kauf.sticker.zombiephotoboothfree,Entertainment,3.3,6587,"1,000,000+",1000000,1697012,True,0,USD,49M,5.1 and up,Kaufcom Games Apps Widgets,http://www.facebook.com/kaufcom,baumandroid@googlemail.com,"Dec 18, 2012","Jan 21, 2021",Teen,http://www.kauf.com/cgi-bin/privacy_policy.pl,True,False,False,2021-06-16 12:52:04
تفسير الاحلام ابن سيرين (نسخة كاملة),com.rifai.tafsera7lam,Books & Reference,4.3,73,"10,000+",10000,17197,True,0,USD,9.6M,4.4 and up,Rif3i,,baybars.sy@gmail.com,"Oct 20, 2020","May 01, 2021",Everyone,,True,False,False,2021-06-16 12:52:04
Powershot Sports,com.afam.powershot,Health & Fitness,0.0,0,100+,100,213,True,0,USD,9.6M,4.0.3 and up,Agence Française d'Applications Mobiles,http://www.afam-france.com,nissim@afam-france.com,"May 10, 2016","Jun 21, 2016",Everyone,http://afam-france.com/confidentialite/,False,False,False,2021-06-16 12:52:04
Psychotherapies Exam Prep 2019 Edition,com.freemium.mobile.app.psychotherapies.prep2019.edition,Education,0.0,0,10+,10,24,True,0,USD,2.9M,4.1 and up,Premium mobile apps,,premiummoblieapps2018@gmail.com,"Jan 5, 2019","Jan 05, 2019",Everyone,https://www.freeprivacypolicy.com/privacy/view/a7bd46c7ceb9970dbefe53eee5ea4cbe?fbclid=IwAR28rqOada1LrrOZa75QdKPKcPU95_ssWwJ8h26ls9OHr9-skNTYUCU98LY,False,False,False,2021-06-16 12:52:04
Madrid ATM Finder,com.atmfinder.madrid,Maps & Navigation,0.0,0,0+,0,0,True,0,USD,3.4M,4.1 and up,Worldwide Radio Stations,,sridanee@gmail.com,"Feb 18, 2020","Feb 18, 2020",Everyone 10+,http://wuvistudio.blogspot.com/2015/10/privacy-policy-model-for-mobile.html,True,False,False,2021-06-16 12:52:04
Dard Shayari Latest 2020,latest.dard.shayari.collection2017,Entertainment,0.0,0,100+,100,108,True,0,USD,4.5M,4.0.3 and up,Gath Uajik,,narfesikoa@gmail.com,"Feb 1, 2017","Jun 27, 2020",Everyone,https://docs.google.com/document/d/18Peto8NfddYSrIAJ54N5R6qutSXPLxKZf1EKLpOp0oQ,True,False,False,2021-06-16 12:52:04
GCodeCNC - Beta,de.dietzm.gcodecnc,Tools,,,10+,10,41,False,0.99,USD,Varies with device,Varies with device,MDCode,http://3dprintapps.de,gcode@dietzm.de,,"Feb 16, 2019",Everyone,http://www.3dprintapps.de/Datenschutz.html,False,False,False,2021-06-16 12:52:04
ConnectLife Laundry,com.hisense.connectlifelaundry,Lifestyle,0.0,0,100+,100,141,True,0,USD,16M,6.0 and up,Gorenje Group,https://en.connectlife.io,info@connectlife.io,"Jan 16, 2021","Mar 06, 2021",Everyone,https://en.connectlife.io/connectlife/privacy_policy.html,False,False,False,2021-06-16 12:52:04
Kinland,com.Kinland.Kinland,Action,,,100+,100,106,True,0,USD,Varies with device,Varies with device,SOL X Ventures,https://kinkre.com,kinkre.com@gmail.com,,"Jan 15, 2021",Everyone,,False,False,False,2021-06-16 12:52:04
Tour Eiffel Day Clock,Alfasoft.Widgets.TourEiffelDayAnalogClock,Personalization,0.0,0,10+,10,21,False,0.99,USD,88k,1.5 and up,Alfasoft,,alfioscuderi1978@gmail.com,"May 21, 2011","Jan 21, 2014",Everyone,,False,False,False,2021-06-16 12:52:04
TEWHİD,com.thunkable.android.tevhidehli333.tevhid,Books & Reference,5.0,20,"5,000+",5000,6481,True,0,USD,8.0M,4.1 and up,Muhammed bilgin,,tevhidehli3333@gmali.com,,"Nov 26, 2018",Everyone,,False,False,False,2021-06-16 12:52:04
Old Colony Y,com.motionvibe.ymcaoldcolony,Health & Fitness,0.0,0,"1,000+",1000,1789,True,0,USD,12M,6.0 and up,MotionVibe Innovations,,dev@motionvibe.com,"Aug 30, 2020","Jun 01, 2021",Everyone,http://motionvibe.com/(S(cwjbebuxq4dikejsghlq04kj))/termsofservice.aspx,False,False,False,2021-06-16 12:52:04
Juicy Fruit Smash,com.jploft.fruit,Casual,0.0,0,100+,100,113,True,0,USD,26M,4.1 and up,Jploft,https://jploft.com,support@jploft.com,"Feb 3, 2019","Feb 03, 2019",Everyone,,False,False,False,2021-06-16 12:52:04
قصص الأنبياء تاريخيا -  بدون نت,io.RazEss.TarikhElAnbiaa,Education,5.0,23,100+,100,142,True,0,USD,8.6M,4.1 and up,Raz Ess,https://h9823064a.app-ads-txt.com/app-ads.txt,razess02@gmail.com,"Mar 10, 2021","Mar 20, 2021",Everyone,,True,False,False,2021-06-16 12:52:04
CISA Practice Test,shreenavnath.software.com.CISA,Education,3.2,5,"1,000+",1000,1341,True,0,USD,4.5M,4.0.3 and up,Shree Navnath Software,,navnathsoftware@gmail.com,"Oct 14, 2018","Sep 26, 2020",Everyone,https://navnathsoftware.wixsite.com/home,True,False,False,2021-06-16 12:52:04
Los Serranos Golf Tee Times,com.quick18.losserranos,Sports,0.0,0,100+,100,462,True,0,USD,28M,4.4 and up,Quick18,http://www.quick18.com,android@quick18.com,"Apr 18, 2018","Oct 31, 2018",Everyone,http://book.quick18.com/content/privacy_policy.htm,False,False,False,2021-06-16 12:52:04
MKMI,com.customchurchapps.mkmi,Lifestyle,0.0,0,50+,50,79,True,0,USD,4.4M,4.1 and up,Subsplash Inc,http://customchurchapps.com,info@customchurchapps.com,"Oct 13, 2017","May 03, 2019",Everyone,http://customchurchapps.com/privacy,False,False,False,2021-06-16 12:52:04
Black History Quotes Express,com.quikthinking.qts.blackhistoryquotesexpress,Books & Reference,4.7,18,"5,000+",5000,7166,True,0,USD,4.5M,4.4 and up,Quikthinking Software,http://www.quikthinking.com/black-history-quotes-express.html,pdusa99@hotmail.com,"Jul 9, 2018","Nov 05, 2020",Everyone 10+,https://www.quikthinking.com/about.html,True,False,False,2021-06-16 12:52:04
Rocket 2d 🚀 - free rocket game 💥,com.Company.Tzanko,Arcade,4.9,18,500+,500,517,True,0,USD,58M,4.1 and up,Tzanko,,rocket2d@outlook.com,"Apr 5, 2020","May 08, 2020",Everyone,,True,False,False,2021-06-16 12:52:05
Hortus,com.vinhcatgia.hortus,Productivity,0.0,0,10+,10,20,True,0,USD,Varies with device,4.3 and up,"VCG Co., Ltd.",,contact@vinhcatgia.com,"Jun 2, 2020","Nov 22, 2020",Everyone,http://vinhcatgia.com/privacy-policy,False,False,False,2021-06-16 12:52:05
HeiaHeia,com.heiaheia,Health & Fitness,4.4,1334,"50,000+",50000,88813,True,0,USD,19M,5.0 and up,Habito Health,https://www.heiaheia.com,helpdesk@heiaheia.com,"Mar 7, 2014","Jun 03, 2021",Teen,https://www.heiaheia.com/pages/privacy_policy,False,False,False,2021-06-16 12:52:05
Heavens-Above Pro,com.heavens_above.viewer_pro,Education,4.5,672,"10,000+",10000,22515,False,4.99,USD,Varies with device,Varies with device,Heavens-Above,http://www.heavens-above.com,jens.tinz@heavens-above.com,"Nov 24, 2014","Sep 24, 2020",Everyone,http://www.heavens-above.com/Privacy.aspx,False,False,False,2021-06-16 12:52:05
HKU Terra Nova,hk.hku.teli.TerraNova,Educational,,,50+,50,54,True,0,USD,Varies with device,Varies with device,HKU TELI,http://teli.hku.hk,enquiry@teli.hku.hk,,"Oct 03, 2018",Everyone,https://www.hku.hk/about/policies_reports/privacy_policy.html,False,False,False,2021-06-16 12:52:05
Boaz City Schools,net.parentlink.boazk12,Education,4.4,49,"1,000+",1000,3030,True,0,USD,29M,6.0 and up,Boaz City Schools,http://www.parentlink.net,support@parentlink.net,"Nov 4, 2013","Mar 17, 2021",Everyone,http://documentation.parentlink.net/privacy-policy/,False,False,False,2021-06-16 12:52:05
The Open Contracting Hub,com.tituslearning.oc4h,Education,0.0,0,10+,10,21,True,0,USD,13M,4.4 and up,Titus Learning,http://www.tituslearning.com,hello@tituslearning.com,"Mar 14, 2019","Jul 02, 2019",Everyone,https://oc4htoolkit.com/moodle/admin/tool/policy/view.php?versionid=1,False,False,False,2021-06-16 12:52:05
Houston Texans Mobile App,com.yinzcam.nfl.texans,Sports,4.3,5302,"100,000+",100000,427296,True,0,USD,42M,5.0 and up,Houston Texans Digital,https://web.houstontexans.com/AppFeedback,support@houstontexans.com,"Sep 6, 2011","Mar 26, 2021",Everyone,http://redirect.yinzcam.com/1/860153,True,False,False,2021-06-16 12:52:05
In News,in.news2,News & Magazines,0.0,0,50+,50,64,True,0,USD,7.7M,4.1 and up,Apps_Buzz,https://www.newstv27.com,innewsbelagavi@gmail.com,"Jan 25, 2020","Jan 25, 2020",Everyone,http://www.e-droid.net/privacy.php?ida=889111&idl=en,False,False,False,2021-06-16 12:52:05
